Customer Age,Gender,Education Level,Marital Status,Months on book,Credit Limit,Total Trans Amt,Total Trans Count,Minimum income,Max income
37,M,Uneducated,Married,23,7607,4495,77,120000,120000
55,F,Graduate,Single,36,2060,1976,44,0,40000
49,F,High School,Single,40,0,4457,84,0,40000
41,M,High School,Single,28,3126,3662,74,60000,80000
47,F,Post-Graduate,Single,27,6885,3804,67,40000,60000
42,M,High School,Unknown,36,1871,2593,48,60000,80000
31,F,Graduate,Single,17,2787,4358,89,0,40000
50,M,Post-Graduate,Married,45,1867,4097,70,80000,120000
41,F,Unknown,Married,32,0,1852,38,0,40000
47,F,Graduate,Single,40,2473,2133,44,0,40000
40,M,Post-Graduate,Single,30,4640,3870,70,40000,60000
47,F,High School,Married,29,2712,5201,82,0,40000
46,F,Graduate,Unknown,30,8869,1935,40,0,0
51,F,Graduate,Married,41,3853,2443,38,0,0
53,F,College,Married,43,0,4606,86,0,40000
50,M,Post-Graduate,Divorced,36,14409,2351,39,60000,80000
59,F,High School,Single,36,1665,2748,40,40000,60000
43,F,Graduate,Married,31,2639,4892,85,0,40000
59,F,High School,Married,48,2338,3964,69,0,40000
51,F,Graduate,Married,40,2774,4802,91,0,40000
57,F,College,Single,46,4283,4689,65,0,0
47,F,Uneducated,Single,42,6263,2613,50,0,0
35,F,Graduate,Single,23,2317,4161,71,0,40000
55,F,College,Divorced,43,2239,4540,73,0,40000
41,F,College,Married,32,2225,4917,84,0,40000
51,F,Graduate,Single,41,1519,4927,73,0,40000
48,F,Uneducated,Married,36,5495,5125,85,0,0
51,F,Graduate,Married,35,2141,4317,64,0,40000
43,F,High School,Married,29,2616,5219,63,0,40000
39,F,Graduate,Divorced,25,5494,3566,81,0,40000
52,F,High School,Married,40,2003,2343,42,0,40000
47,F,Uneducated,Single,36,2092,4130,80,0,40000
44,M,High School,Single,36,6606,4493,68,60000,80000
42,F,College,Married,23,7102,4083,68,0,0
51,F,Unknown,Married,36,13812,3723,56,0,40000
56,M,Graduate,Single,36,7075,4160,75,60000,80000
44,M,College,Single,40,4274,4820,60,40000,60000
47,F,High School,Single,31,2317,4894,89,0,40000
51,F,Uneducated,Single,36,0,1939,49,0,40000
47,M,High School,Married,37,2888,4345,75,80000,120000
44,F,College,Single,34,12310,4176,76,0,0
48,M,Unknown,Married,36,1622,4164,66,60000,80000
45,F,Graduate,Married,34,0,2153,35,0,40000
40,M,Unknown,Single,23,12559,4700,71,80000,120000
56,F,Uneducated,Unknown,46,2929,3875,67,40000,60000
48,F,Unknown,Divorced,31,0,1897,58,0,40000
50,F,Unknown,Single,40,2319,4099,74,0,40000
37,F,Uneducated,Married,22,7927,4094,85,0,0
55,F,Graduate,Divorced,50,1720,2719,36,0,40000
38,M,Unknown,Single,30,3642,4517,79,80000,120000
49,F,High School,Married,44,3881,4177,66,40000,60000
47,M,Doctorate,Unknown,41,6143,4330,72,120000,120000
42,F,Unknown,Married,37,0,4154,78,0,40000
52,F,College,Unknown,39,2035,4643,86,0,40000
47,F,High School,Married,39,3899,2182,40,0,40000
52,F,Unknown,Single,43,1981,3913,90,40000,60000
50,F,Graduate,Single,36,2422,2548,46,0,40000
52,M,Graduate,Married,43,11964,4853,85,80000,120000
50,F,College,Married,36,3862,4058,81,0,0
46,M,College,Married,36,33142,4347,63,80000,120000
40,M,High School,Single,36,34516,3564,73,120000,120000
42,F,High School,Married,32,3454,2826,39,0,40000
29,F,Graduate,Married,25,2732,4702,85,0,40000
50,M,High School,Divorced,45,1687,4342,82,80000,120000
43,F,Graduate,Married,36,3523,3174,44,0,40000
40,M,Uneducated,Single,36,5773,3732,71,120000,120000
45,F,Graduate,Married,40,4462,2526,41,0,0
35,F,Doctorate,Married,30,3976,4419,75,0,40000
55,F,College,Single,36,2679,4943,85,0,40000
49,F,Unknown,Married,29,1564,5172,78,40000,60000
53,F,High School,Single,47,1536,4133,78,40000,60000
46,M,High School,Married,37,2375,4087,66,40000,60000
50,F,High School,Married,42,2719,4172,65,0,40000
53,F,Graduate,Divorced,45,3369,5220,78,40000,60000
58,F,Graduate,Single,36,3173,3797,75,0,40000
47,F,High School,Unknown,36,3139,4892,95,0,40000
50,F,High School,Married,33,2140,2915,50,0,40000
56,F,Uneducated,Single,46,2258,4803,72,0,40000
48,M,Graduate,Married,43,2423,4035,74,40000,60000
55,F,High School,Single,37,2376,4301,79,0,40000
38,M,Graduate,Single,28,1690,3928,69,0,40000
46,F,High School,Married,34,8583,1794,31,40000,60000
52,F,Graduate,Single,34,2996,4724,66,0,40000
49,F,Post-Graduate,Single,39,2880,4334,81,0,0
48,M,Uneducated,Divorced,38,34516,4814,71,80000,120000
36,F,Doctorate,Single,23,6966,4855,69,0,0
36,M,College,Married,24,11316,2595,49,120000,120000
38,F,High School,Single,30,0,4247,84,0,40000
44,M,Uneducated,Divorced,39,11362,3197,61,120000,120000
52,F,Doctorate,Married,46,7210,2516,36,0,0
55,F,College,Single,36,7790,4835,84,0,0
37,F,Unknown,Married,18,2023,4391,79,0,40000
51,F,Graduate,Married,45,9117,3837,75,40000,60000
41,F,Doctorate,Unknown,36,1801,3797,74,0,40000
51,M,High School,Married,37,8787,4537,75,60000,80000
40,M,Graduate,Married,36,27436,4051,81,60000,80000
65,F,Doctorate,Single,53,2195,4205,65,0,40000
46,M,College,Married,34,13734,4283,67,80000,120000
45,M,Graduate,Married,34,2731,3915,66,60000,80000
49,M,Graduate,Single,45,2453,4185,66,80000,120000
49,M,Unknown,Married,36,7451,4960,97,60000,80000
41,F,High School,Married,35,2644,4081,72,40000,60000
41,M,Graduate,Married,28,34516,2022,52,80000,120000
41,M,Graduate,Married,36,4575,4726,64,60000,80000
51,F,College,Single,45,4860,4329,80,0,40000
46,F,Graduate,Married,40,0,3399,66,0,40000
37,F,Unknown,Single,25,1690,2645,60,0,40000
39,M,Uneducated,Married,36,0,4596,82,40000,60000
46,M,Uneducated,Single,36,24512,4561,78,60000,80000
43,F,High School,Single,34,1654,2086,47,40000,60000
63,M,Graduate,Single,55,21430,3561,57,80000,120000
50,M,Graduate,Married,38,34516,3828,65,120000,120000
37,M,Uneducated,Married,27,0,4446,86,40000,60000
33,F,Doctorate,Single,36,2800,4253,83,0,40000
44,M,Post-Graduate,Married,36,3117,4391,85,60000,80000
44,M,Uneducated,Married,34,2558,3792,78,80000,120000
47,M,High School,Married,39,10061,2802,52,60000,80000
45,F,Graduate,Unknown,36,3416,4121,83,0,0
39,F,Graduate,Married,28,9371,4754,78,0,0
47,F,Graduate,Married,36,3147,4465,82,0,40000
52,F,Unknown,Single,37,1554,4997,79,0,40000
47,F,Uneducated,Single,40,3502,1895,42,0,0
49,F,Graduate,Single,40,2712,4678,74,0,40000
59,F,College,Married,51,0,4817,81,0,40000
39,M,High School,Married,36,3281,4109,69,120000,120000
35,F,High School,Married,25,0,2500,44,40000,60000
39,F,Graduate,Single,26,2469,3837,74,0,40000
41,M,Unknown,Married,35,3497,4345,72,80000,120000
46,F,Unknown,Unknown,38,2505,4384,80,40000,60000
34,M,Graduate,Married,36,2763,4136,69,60000,80000
49,F,Uneducated,Married,35,2081,4863,87,0,40000
55,F,Graduate,Married,45,2815,2618,29,0,0
56,F,Graduate,Single,38,1737,4723,78,0,40000
52,F,High School,Single,36,9078,4458,87,0,0
46,M,Uneducated,Unknown,40,6185,2225,45,40000,60000
51,F,Graduate,Divorced,36,2069,4402,91,0,0
45,M,Uneducated,Married,38,9234,2586,44,80000,120000
37,F,Graduate,Single,36,2684,4796,85,0,40000
48,F,High School,Married,38,2151,4604,86,40000,60000
52,M,College,Single,37,2749,3882,90,60000,80000
44,F,High School,Single,31,1980,4467,69,0,40000
55,F,Graduate,Married,46,4232,2312,37,0,40000
45,F,Graduate,Married,34,0,4283,76,0,40000
43,F,Uneducated,Unknown,36,6931,4437,64,0,0
52,F,High School,Married,39,3302,2682,47,0,40000
61,M,Graduate,Single,56,4235,3862,76,0,0
51,F,Doctorate,Married,45,6501,5074,81,0,0
34,F,Graduate,Single,21,6376,5192,70,0,0
33,F,Graduate,Single,36,1457,2200,45,0,40000
38,F,Unknown,Married,36,5576,4322,85,40000,60000
56,F,College,Single,36,0,4919,83,0,0
45,F,Graduate,Single,27,2478,4353,80,0,0
44,M,Uneducated,Divorced,34,3650,4250,81,60000,80000
52,F,Unknown,Divorced,36,2111,4459,72,0,40000
30,F,High School,Single,25,12917,4108,82,0,0
56,M,High School,Single,46,7327,2185,41,120000,120000
46,M,Uneducated,Married,33,13324,4245,76,80000,120000
34,M,High School,Unknown,22,11154,4339,77,80000,120000
43,F,Graduate,Divorced,30,9535,4210,81,0,0
37,M,Unknown,Single,24,10226,2243,44,40000,60000
37,F,Unknown,Married,29,2140,4610,65,0,40000
49,F,Unknown,Married,39,2904,3848,66,0,40000
40,M,Uneducated,Married,36,1770,4442,83,80000,120000
37,F,Unknown,Single,36,1534,2596,39,0,40000
46,F,High School,Single,35,2170,4569,79,0,40000
53,M,Unknown,Single,45,10001,4167,74,120000,120000
56,F,High School,Married,41,4169,4519,82,0,0
65,M,College,Single,54,5363,3855,63,0,40000
50,F,Doctorate,Single,43,3206,4731,82,0,40000
50,M,Unknown,Married,37,18085,4583,76,60000,80000
61,F,Post-Graduate,Married,53,2566,4344,73,40000,60000
35,F,Graduate,Married,25,0,4434,73,40000,60000
65,F,Graduate,Single,56,6812,2288,48,0,40000
45,F,Graduate,Single,34,2700,4984,75,40000,60000
50,F,Post-Graduate,Married,41,5471,4002,67,0,0
43,F,Uneducated,Divorced,31,4332,4093,84,0,40000
48,F,Unknown,Married,41,2447,2132,37,0,40000
41,F,Graduate,Single,26,1783,3853,76,0,40000
42,M,Graduate,Single,26,11761,4946,73,60000,80000
52,F,High School,Single,36,2340,4501,68,0,40000
45,F,Uneducated,Single,32,2859,4440,79,0,40000
37,M,High School,Married,36,2523,4683,76,40000,60000
48,M,Post-Graduate,Married,34,4776,4581,60,40000,60000
59,F,Graduate,Married,36,2697,4489,58,0,40000
57,F,High School,Married,36,3542,4127,71,0,40000
57,M,Graduate,Single,52,34516,1777,37,120000,120000
40,F,Post-Graduate,Married,29,8823,4453,84,0,0
52,F,College,Single,41,1764,2740,47,0,40000
43,F,Uneducated,Married,36,3492,2510,47,0,40000
36,F,High School,Married,36,2977,2201,39,0,40000
49,M,Doctorate,Single,37,30976,3193,69,60000,80000
43,M,High School,Married,36,2810,4875,97,60000,80000
39,F,Unknown,Single,28,0,4173,82,0,40000
44,M,High School,Single,34,8997,4558,62,40000,60000
57,F,Uneducated,Single,52,2002,3735,73,0,40000
55,M,Post-Graduate,Single,36,4998,4329,61,60000,80000
37,F,Post-Graduate,Married,36,2310,4191,77,0,40000
54,F,High School,Married,36,3892,4318,74,40000,60000
34,M,Uneducated,Married,25,2345,4634,69,60000,80000
50,M,Graduate,Single,45,2135,4821,77,80000,120000
50,F,Unknown,Single,36,2528,4269,78,0,40000
50,F,High School,Married,36,3397,4208,75,0,40000
49,M,Doctorate,Married,39,19719,3572,73,60000,80000
41,F,Graduate,Married,33,15292,5120,74,0,0
52,M,High School,Married,36,31733,3723,53,120000,120000
54,F,High School,Single,36,0,2092,42,40000,60000
54,F,Post-Graduate,Married,48,1638,1702,36,0,40000
50,F,High School,Single,38,2775,4608,84,0,40000
37,F,Graduate,Married,29,2547,2160,46,40000,60000
50,F,Graduate,Married,44,5708,4914,60,0,0
46,M,Graduate,Married,36,19838,3982,68,80000,120000
47,M,Uneducated,Married,32,1789,2784,49,60000,80000
51,F,Uneducated,Single,46,2284,4885,86,40000,60000
42,M,Doctorate,Single,36,11535,3730,67,60000,80000
28,F,Unknown,Married,36,3524,4252,78,0,0
58,M,High School,Single,49,30186,4070,74,60000,80000
44,F,Unknown,Single,31,0,3576,55,0,40000
40,F,Unknown,Married,30,1620,4530,69,0,40000
51,F,High School,Single,39,4038,4188,68,0,40000
56,M,Graduate,Single,36,2078,4382,82,80000,120000
51,F,Graduate,Married,36,1571,4580,74,0,40000
43,M,College,Married,24,4726,4683,91,80000,120000
56,F,Post-Graduate,Unknown,49,4604,4586,79,0,40000
48,M,College,Single,36,34516,4042,78,80000,120000
56,M,Graduate,Married,45,0,4323,77,40000,60000
48,F,Unknown,Divorced,36,2680,4592,78,0,40000
41,F,College,Married,15,4312,2693,56,40000,60000
50,M,Unknown,Married,44,2205,4813,77,60000,80000
44,F,College,Married,31,2679,4804,78,0,40000
54,M,Post-Graduate,Single,42,34516,4401,87,80000,120000
48,F,Graduate,Married,37,3378,4761,81,0,40000
34,M,High School,Single,25,1793,5293,88,40000,60000
59,F,Graduate,Divorced,49,2228,3922,75,0,40000
41,F,College,Single,22,2577,4734,75,40000,60000
39,F,Graduate,Married,36,1462,1998,36,0,40000
50,F,Graduate,Married,30,4038,2400,41,0,40000
35,F,Unknown,Divorced,24,0,2355,47,0,0
34,F,Unknown,Divorced,30,4408,4495,77,0,40000
46,F,High School,Married,35,4163,4763,76,0,0
49,F,Graduate,Married,39,7201,3981,76,40000,60000
49,M,High School,Single,43,1883,5187,89,80000,120000
42,F,Graduate,Single,36,3308,5104,85,0,40000
65,F,College,Single,55,2022,4623,65,0,40000
43,F,Graduate,Married,23,8597,5173,78,0,40000
38,F,College,Married,28,4693,4460,79,0,0
52,F,Graduate,Unknown,36,2873,4620,81,0,40000
39,F,High School,Divorced,28,3400,4742,90,40000,60000
48,F,High School,Divorced,40,2405,4421,79,40000,60000
46,M,Uneducated,Single,41,34516,1989,47,80000,120000
44,M,College,Married,37,8241,4436,79,80000,120000
53,F,Graduate,Married,36,0,4915,92,40000,60000
44,F,High School,Unknown,36,2608,4671,61,0,40000
41,F,High School,Married,36,2359,5232,78,0,40000
47,F,Post-Graduate,Married,39,1790,4141,87,0,40000
54,F,Uneducated,Married,50,2247,2615,37,0,40000
40,M,High School,Single,36,3624,4749,82,80000,120000
42,F,Graduate,Married,36,0,4396,70,0,40000
39,F,College,Married,31,2901,4239,78,40000,60000
41,F,College,Married,31,9759,4226,77,0,40000
57,F,Post-Graduate,Married,36,2525,4360,78,0,40000
60,F,High School,Divorced,48,2737,4507,86,0,40000
51,M,Graduate,Married,36,19262,4812,85,80000,120000
33,F,High School,Single,27,2252,5055,68,0,0
46,M,Unknown,Single,34,7077,2619,41,80000,120000
63,M,College,Single,51,2706,5047,64,60000,80000
49,F,High School,Married,40,3263,4288,69,40000,60000
41,F,College,Married,29,3281,2907,45,40000,60000
51,M,High School,Married,40,8169,4927,70,80000,120000
46,F,College,Divorced,38,3276,4264,76,40000,60000
41,F,Unknown,Single,29,1966,4666,74,0,40000
46,F,High School,Married,30,5869,5103,83,0,0
34,F,Uneducated,Single,24,0,3940,82,0,40000
45,F,Unknown,Married,38,3682,4015,77,0,40000
27,F,Graduate,Divorced,36,13439,4715,86,0,0
54,F,Doctorate,Single,42,1694,1930,41,0,40000
41,M,High School,Divorced,36,1636,4695,73,80000,120000
48,F,Graduate,Married,38,1449,4039,50,0,40000
45,F,Graduate,Married,38,1513,4166,71,0,40000
39,F,Graduate,Single,28,0,2392,44,0,40000
46,F,Doctorate,Divorced,38,4120,4792,81,0,40000
47,F,Unknown,Single,41,2289,4817,77,0,40000
45,F,Graduate,Single,33,2016,4535,82,0,40000
49,M,Uneducated,Married,40,2509,2239,47,80000,120000
40,F,Graduate,Married,35,3511,5238,82,0,40000
45,M,Post-Graduate,Divorced,37,2751,4453,75,60000,80000
34,F,High School,Divorced,36,2426,4918,81,0,40000
44,M,Graduate,Married,36,12230,3659,76,80000,120000
42,M,Graduate,Single,33,7328,4518,79,60000,80000
47,F,High School,Married,40,2264,4279,75,0,0
42,M,Graduate,Single,36,3046,4711,77,80000,120000
51,F,Uneducated,Married,36,5881,4431,89,0,0
52,M,College,Married,41,16207,3621,83,80000,120000
44,M,College,Unknown,33,15468,4484,81,60000,80000
47,F,College,Single,34,5950,4655,66,0,40000
48,F,Unknown,Married,43,3119,4705,77,0,40000
50,F,Uneducated,Unknown,30,1507,4037,83,0,0
51,F,High School,Single,36,2902,4748,74,0,40000
47,F,College,Married,38,1585,4656,80,0,40000
47,F,High School,Single,36,2899,4296,68,0,40000
50,F,Unknown,Married,36,2295,2245,47,40000,60000
39,F,Unknown,Married,33,3251,4284,85,0,40000
48,F,High School,Married,27,4009,4506,80,0,0
45,F,Unknown,Married,39,3411,2108,55,0,40000
49,M,Post-Graduate,Single,36,15525,4042,78,40000,60000
35,F,Graduate,Single,29,2118,4541,60,0,40000
34,F,Graduate,Married,25,2275,4977,88,40000,60000
59,F,College,Single,48,2601,4899,62,0,40000
52,M,High School,Single,41,4642,3532,72,80000,120000
58,M,Doctorate,Single,46,0,4082,82,0,40000
51,F,Unknown,Single,36,1858,4388,66,0,40000
59,F,Graduate,Single,52,2636,4727,83,0,40000
50,F,Doctorate,Single,42,3743,4621,71,40000,60000
49,F,Graduate,Single,41,0,4538,82,0,40000
61,F,High School,Married,47,4130,2418,57,0,40000
47,M,Uneducated,Unknown,36,10960,3480,62,40000,60000
52,F,Post-Graduate,Married,33,3900,4337,81,40000,60000
38,M,Uneducated,Married,31,6236,5389,84,0,40000
34,F,Graduate,Single,23,2591,3876,67,0,0
57,F,Doctorate,Married,36,1615,2212,43,0,40000
47,F,Graduate,Single,36,8332,5108,78,0,0
55,F,Graduate,Married,38,2033,4100,82,0,40000
55,M,Unknown,Single,48,8082,4277,59,80000,120000
57,F,High School,Married,51,1511,4683,87,0,40000
43,F,Graduate,Divorced,36,11536,4106,81,0,0
65,F,High School,Single,55,4010,3807,61,0,40000
55,F,Uneducated,Married,44,1669,4085,69,0,40000
54,F,Graduate,Married,49,11905,4022,65,0,0
44,F,College,Married,36,3052,2598,47,0,40000
55,F,Graduate,Unknown,36,2712,4858,73,0,40000
39,F,College,Married,30,1978,4299,59,0,40000
37,F,College,Married,27,0,4621,73,0,40000
55,F,Graduate,Married,46,1606,4548,76,0,40000
46,F,Doctorate,Married,29,2406,4665,89,0,40000
44,M,Unknown,Single,36,5877,3565,83,80000,120000
57,F,Graduate,Married,41,2796,2196,35,0,40000
54,F,Post-Graduate,Married,40,2876,4302,74,0,0
38,F,High School,Single,26,3554,2372,44,0,40000
48,F,Unknown,Single,36,9505,3616,68,0,40000
34,F,High School,Single,21,1576,2703,56,0,40000
44,F,College,Married,36,0,4257,89,0,40000
39,M,Uneducated,Single,26,2973,4342,87,60000,80000
40,F,Graduate,Single,25,0,2493,42,0,40000
41,F,Uneducated,Single,30,5647,4868,76,0,0
43,F,High School,Unknown,35,1766,4808,87,40000,60000
50,F,Graduate,Unknown,40,1606,4129,68,0,40000
54,F,High School,Unknown,34,2223,2538,49,0,40000
47,F,Post-Graduate,Single,36,2896,4970,85,40000,60000
51,M,Graduate,Married,43,2157,4784,69,60000,80000
49,F,Doctorate,Divorced,42,3802,2003,43,0,0
43,M,College,Married,36,13840,4190,74,60000,80000
36,F,Unknown,Unknown,28,2169,5182,78,0,40000
47,F,Unknown,Single,34,4862,4167,86,0,40000
45,F,Graduate,Married,36,2289,4483,72,0,40000
49,M,Unknown,Married,36,22651,3915,72,60000,80000
48,F,Unknown,Unknown,36,2406,4748,88,0,40000
52,M,Doctorate,Married,36,3022,2724,38,80000,120000
46,M,Doctorate,Married,38,12935,3528,61,80000,120000
45,F,Unknown,Single,40,0,2207,41,0,40000
49,F,Uneducated,Married,41,0,2030,37,40000,60000
43,F,Post-Graduate,Single,26,2256,4893,76,0,40000
40,F,Graduate,Single,36,1516,2709,54,0,40000
48,F,Unknown,Unknown,33,2485,4351,86,40000,60000
53,F,Unknown,Single,36,1820,4665,67,0,40000
54,F,Graduate,Married,47,2156,4120,77,0,0
48,M,Post-Graduate,Single,30,5826,4135,76,60000,80000
39,F,Graduate,Single,30,10190,3768,59,0,40000
45,F,Graduate,Single,28,2035,4670,77,0,40000
45,F,College,Single,33,1833,2037,31,0,40000
56,M,Uneducated,Single,49,1623,4965,74,60000,80000
27,F,Unknown,Single,16,1835,1903,44,0,40000
47,F,High School,Married,40,4490,4346,70,0,40000
48,M,Graduate,Divorced,34,11062,4084,72,60000,80000
30,F,Graduate,Single,36,1574,2560,59,0,40000
52,F,College,Single,36,2370,4751,80,0,40000
35,F,College,Single,18,2658,4667,83,0,40000
38,F,Graduate,Married,36,2300,2500,47,0,40000
44,F,Graduate,Single,36,2368,4289,71,0,40000
53,F,High School,Married,36,2883,4244,53,40000,60000
43,F,College,Divorced,38,3264,4624,75,0,0
46,F,Unknown,Single,41,1937,4303,89,0,40000
40,F,Unknown,Married,30,2166,5097,82,40000,60000
43,F,Graduate,Married,34,7135,3746,81,40000,60000
56,F,Graduate,Single,43,0,4830,79,0,40000
48,F,High School,Single,42,3743,4674,67,40000,60000
31,F,Uneducated,Divorced,36,5190,4900,81,0,0
41,M,Doctorate,Married,32,6059,4119,70,40000,60000
47,F,Uneducated,Single,36,2577,4576,83,0,40000
43,F,High School,Married,36,3761,4476,79,0,40000
50,F,High School,Married,36,1572,2447,41,0,40000
39,F,Unknown,Married,36,1637,4800,70,40000,60000
51,M,Unknown,Married,36,28600,4336,66,120000,120000
40,M,High School,Married,35,4402,3063,57,0,40000
50,F,Graduate,Unknown,32,2652,4816,79,0,40000
41,F,College,Married,36,6602,4479,82,40000,60000
37,F,Doctorate,Single,18,1900,2880,46,40000,60000
56,F,Doctorate,Single,44,3455,4925,82,40000,60000
47,M,High School,Single,30,18123,4259,80,60000,80000
44,F,Post-Graduate,Divorced,26,2295,3834,69,0,40000
38,M,Graduate,Married,19,1518,3595,65,80000,120000
45,F,Graduate,Unknown,36,2723,3875,84,0,40000
47,F,College,Married,27,1776,4878,84,0,40000
39,F,High School,Married,33,1968,4199,84,0,40000
48,F,Graduate,Single,41,1860,5163,73,0,40000
53,F,Graduate,Divorced,40,2684,5299,75,0,40000
51,F,Graduate,Single,43,2180,4348,77,40000,60000
41,F,High School,Single,34,1661,2473,49,0,40000
38,F,Uneducated,Single,36,1679,4771,81,0,40000
36,F,Post-Graduate,Married,25,1691,2716,63,0,40000
46,F,Post-Graduate,Single,35,2888,3703,61,0,40000
58,F,High School,Married,46,1871,4553,90,40000,60000
44,F,High School,Unknown,34,3226,4317,81,0,40000
41,M,Unknown,Married,31,12114,3964,90,80000,120000
42,F,Post-Graduate,Married,36,4959,4286,71,0,40000
42,M,Uneducated,Single,36,10374,4240,63,80000,120000
45,F,Uneducated,Married,35,0,4425,79,0,40000
44,F,Uneducated,Single,32,1486,2380,43,0,0
41,F,Graduate,Married,33,2542,4087,73,0,0
35,M,Unknown,Single,36,1931,2482,40,0,40000
48,F,Doctorate,Single,39,1644,2450,45,0,40000
43,F,Post-Graduate,Single,36,2283,4088,66,40000,60000
36,F,Doctorate,Unknown,36,4943,4024,82,0,40000
44,M,Doctorate,Unknown,36,0,2100,54,40000,60000
43,F,College,Single,28,0,4482,54,0,40000
52,F,College,Divorced,45,0,4737,80,0,40000
61,F,High School,Single,36,1760,2285,46,0,40000
50,F,Unknown,Single,39,1852,4339,82,0,40000
43,M,High School,Married,25,2049,4521,70,60000,80000
48,F,High School,Married,43,1670,2790,37,0,40000
35,F,Unknown,Divorced,29,1511,4823,64,0,40000
39,M,Unknown,Single,36,6018,4355,78,80000,120000
59,F,Post-Graduate,Single,48,3030,4724,71,0,40000
58,F,High School,Single,39,2755,4394,75,0,40000
51,M,High School,Single,37,8783,4425,83,80000,120000
64,M,Graduate,Single,36,1861,5225,94,0,40000
50,M,High School,Married,40,13709,2511,40,120000,120000
46,F,Unknown,Unknown,41,4710,2690,43,0,40000
49,M,Graduate,Married,39,17285,4787,60,80000,120000
53,F,Uneducated,Single,40,0,4463,87,0,40000
54,M,Graduate,Single,44,7866,4238,55,60000,80000
42,F,High School,Married,36,2190,5026,77,0,40000
43,F,Graduate,Married,30,4829,4778,65,0,40000
46,M,Graduate,Divorced,36,3210,3962,62,80000,120000
38,F,Graduate,Single,32,1755,5000,79,0,40000
47,F,Graduate,Single,37,0,4341,80,40000,60000
37,M,Uneducated,Unknown,26,14485,3895,87,60000,80000
47,M,Post-Graduate,Married,36,6043,4256,78,40000,60000
43,M,Uneducated,Single,35,6348,1732,39,60000,80000
56,F,High School,Married,48,0,4210,75,0,40000
43,M,Graduate,Married,36,17239,1789,38,60000,80000
45,F,Graduate,Married,36,18432,2300,45,0,0
47,F,Uneducated,Single,32,1636,5056,85,0,40000
43,F,Graduate,Married,33,7951,4452,65,0,0
44,M,Graduate,Married,34,14201,2223,47,60000,80000
52,F,Graduate,Unknown,42,2723,4108,70,40000,60000
52,F,Graduate,Single,44,2019,3603,59,0,40000
43,F,High School,Single,25,10305,4018,63,0,0
49,M,Unknown,Married,32,3114,5219,86,40000,60000
40,M,Graduate,Unknown,28,4323,2451,38,40000,60000
50,F,Unknown,Single,36,3647,2935,58,0,40000
43,M,High School,Single,35,1849,4678,71,60000,80000
53,M,Graduate,Married,47,2540,4480,80,80000,120000
42,F,High School,Single,31,4972,4524,72,0,0
55,F,Graduate,Single,47,13565,3705,69,0,40000
40,M,Uneducated,Married,29,6332,2505,43,60000,80000
41,M,High School,Married,36,6062,3877,66,60000,80000
47,F,Post-Graduate,Married,29,2897,4491,75,0,40000
46,M,High School,Single,36,13407,4869,84,60000,80000
50,F,Graduate,Single,40,6610,4735,83,0,0
33,M,Uneducated,Married,36,0,2439,43,80000,120000
45,F,High School,Married,34,2030,5067,88,0,40000
53,M,High School,Married,43,3146,1868,38,40000,60000
36,M,Graduate,Married,30,5302,4284,74,80000,120000
55,F,Unknown,Single,45,3185,5069,81,0,40000
42,F,Post-Graduate,Married,36,4328,4593,72,0,40000
51,F,Uneducated,Married,45,2238,4508,79,0,40000
44,F,Graduate,Single,36,2658,4779,83,0,40000
47,M,Post-Graduate,Single,36,9090,4422,65,60000,80000
46,F,Unknown,Single,28,2424,4209,76,0,40000
57,F,Graduate,Married,36,0,3848,75,0,40000
43,F,Post-Graduate,Married,27,0,2137,40,0,40000
61,F,Graduate,Single,44,2303,3440,46,0,0
51,M,Graduate,Divorced,41,2792,4074,81,120000,120000
44,F,Post-Graduate,Single,32,2900,4549,70,0,40000
46,F,Graduate,Married,33,2267,4249,81,0,40000
52,F,Graduate,Married,34,4189,4661,85,40000,60000
45,M,Graduate,Married,39,12890,2216,51,60000,80000
35,F,Graduate,Single,26,3269,4672,66,0,0
59,F,Post-Graduate,Single,36,2759,5037,84,0,40000
46,F,Doctorate,Single,37,1787,2345,36,0,40000
43,M,Graduate,Single,33,6854,4578,72,60000,80000
35,M,Doctorate,Single,27,2904,2653,46,80000,120000
44,M,High School,Divorced,34,5293,4572,90,80000,120000
57,F,Graduate,Married,49,1781,4593,81,0,40000
50,M,Unknown,Married,36,3276,4488,92,60000,80000
55,M,Uneducated,Single,48,34516,3807,82,60000,80000
48,M,High School,Unknown,30,14670,4221,83,60000,80000
59,F,High School,Married,36,4375,2507,53,40000,60000
36,F,College,Unknown,24,3448,5471,87,0,0
43,M,Graduate,Married,33,2111,2112,46,80000,120000
55,F,College,Single,36,3123,4424,81,0,40000
42,M,Graduate,Married,19,8374,4493,59,40000,60000
48,F,High School,Married,28,15713,4775,61,40000,60000
60,F,Unknown,Single,36,4115,3627,61,40000,60000
50,M,Uneducated,Single,36,6925,2506,36,80000,120000
42,F,High School,Married,30,1898,5051,64,0,0
44,F,High School,Single,39,2021,4209,77,0,0
33,F,Uneducated,Single,13,1630,4143,67,0,40000
48,F,Graduate,Single,43,1538,2275,43,40000,60000
48,M,Uneducated,Single,38,22639,4219,65,60000,80000
39,F,Post-Graduate,Married,19,2452,4204,63,0,40000
32,F,Unknown,Married,22,0,4885,78,0,40000
41,M,High School,Married,24,9924,1949,43,120000,120000
37,F,Uneducated,Single,26,2586,4883,73,0,40000
